record_index,layer,classification,sources,title,year,venue,doi,url,archive_reason,relevance_score
1657,archive,openalex_only,OpenAlex,Integrating digital twin technology with deep reinforcement learning for sustainable marine fishery resource management,2026,Scientific Reports,10.1038/s41598-026-55594-7,https://doi.org/10.1038/s41598-026-55594-7,low_relevance,1
1658,archive,crossref_only,Crossref,Integrating digital twin models into continuous carbon fiber-reinforced nylon additive manufacturing for process parameters verification and anomaly detection,2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02626-0,https://doi.org/10.1007/s10845-025-02626-0,low_relevance,1
1659,archive,openalex_only,OpenAlex,Integrating artificial intelligence and digital twins into a data architecture for small-batch manufacturing,2026,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-026-18133-2,https://doi.org/10.1007/s00170-026-18133-2,low_relevance,1
1660,archive,openalex_only,OpenAlex,Integrating Industry 4.0 Technologies into Project Management: A Framework Proposal,2026,EAI Endorsed Transactions on Digital Transformation of Industrial Processes,10.4108/dtip.12476,https://doi.org/10.4108/dtip.12476,low_relevance,1
1661,archive,crossref_only,Crossref,Integrating Digital Twin technology in Quality 5.0 and operational excellence: a Fuzzy COPRAS and Monte Carlo uncertainty simulation approach,2026,Digital Twin,10.1080/27525783.2026.2674370,https://doi.org/10.1080/27525783.2026.2674370,low_relevance,1
1662,archive,crossref_only,Crossref,Integrating Digital Twin and Artificial Intelligence for Enhancing Resilience in Distributed Manufacturing Systems,2026,Venue unknown,10.2139/ssrn.6644483,https://doi.org/10.2139/ssrn.6644483,low_relevance,1
1663,archive,crossref_only,Crossref,Integrating Digital Twin Technology with Lean Six Sigma for sustainable manufacturing practices,2026,Emerging Trends in Manufacturing Technologies,10.1016/b978-0-443-33645-4.00004-8,https://doi.org/10.1016/b978-0-443-33645-4.00004-8,low_relevance,1
1664,archive,openalex_only,OpenAlex,Integrating Artificial Intelligence into Circular Strategies for Plastic Recycling and Upcycling,2026,Polymers,10.3390/polym18020306,https://doi.org/10.3390/polym18020306,low_relevance,1
1665,archive,openalex_only,OpenAlex,"Integrating AI Segmentation, Simulated Digital Twins, and Extended Reality into Medical Education: A Narrative Technical Review and Proof-of-Concept Case Study",2026,Journal of Personalized Medicine,10.3390/jpm16040202,https://doi.org/10.3390/jpm16040202,low_relevance,1
1666,archive,openalex_only,OpenAlex,Integrated Design Approach For Multi-Material Additive Manufacturing Of High-Strength Biocompatible Prosthetics,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20232686,https://doi.org/10.5281/zenodo.20232686,low_relevance,1
1667,archive,openalex_only,OpenAlex,Integrated Design Approach For Multi-Material Additive Manufacturing Of High-Strength Biocompatible Prosthetics,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20232685,https://doi.org/10.5281/zenodo.20232685,low_relevance,1
1668,archive,crossref_only,Crossref,Integrated 3D Printing of Liquid Metal and Elastomer for Soft Robots and Electronics,2026,Research,10.34133/research.1174,https://doi.org/10.34133/research.1174,low_relevance,1
1669,archive,crossref_only,Crossref,"Infrared DLP for high-speed 3D printing: enabling new materials, closed-loop control, and digital twins",2026,Emerging Digital Micromirror Device-based Systems and Applications XVIII,10.1117/12.3082259,https://doi.org/10.1117/12.3082259,low_relevance,1
1670,archive,openalex_only,OpenAlex,Industry 6.0: Redefining Intelligent And Ethical Manufacturing,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20610833,https://doi.org/10.5281/zenodo.20610833,low_relevance,1
1671,archive,openalex_only,OpenAlex,Industry 6.0: Redefining Intelligent And Ethical Manufacturing,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20610832,https://doi.org/10.5281/zenodo.20610832,low_relevance,1
1672,archive,openalex_only,OpenAlex,Industry 4.0-Enabled Friction Stir Welding: A Review of Intelligent Joining for Aerospace and Automotive Applications,2026,Metals,10.3390/met16040390,https://doi.org/10.3390/met16040390,low_relevance,1
1673,archive,openalex_only,OpenAlex,Industry 4.0 and Sustainability in Additive Manufacturing,2026,Additive manufacturing,10.1201/9781003544937-11,https://doi.org/10.1201/9781003544937-11,low_relevance,1
1674,archive,openalex_only,OpenAlex,Industrial IoT in the Food Sector: A Scopus Bibliometric Mapping,2026,Springer Link (Chiba Institute of Technology),10.1051/bioconf/202623601026,https://doi.org/10.1051/bioconf/202623601026,low_relevance,1
1675,archive,openalex_only,OpenAlex,Indoor 60 GHz Radio Channel Dataset Enabling Digital Twin Construction,2026,ArXiv.org,,https://openalex.org/W7160726177,low_relevance,1
1676,archive,crossref_only,Crossref,InSpecLearn4SDL: interpretable spectral features predict conductivity in self-driving doped conjugated polymer labs,2026,Digital Discovery,10.1039/d5dd00479a,https://doi.org/10.1039/d5dd00479a,low_relevance,1
1677,archive,crossref_only,Crossref,In Situ Programming of Shape-Morphing Hydrogels via Vat Photopolymerization for 4D Bioprinting,2026,Gels,10.3390/gels12050382,https://doi.org/10.3390/gels12050382,low_relevance,1
1678,archive,both_openalex_crossref,Crossref; OpenAlex,"Implementation of a Digital Twin in Additive Manufacturing of Copper—Methodology, Implications, and Future Prospects",2026,Machines,10.3390/machines14010097,https://doi.org/10.3390/machines14010097,low_relevance,1
1679,archive,crossref_only,Crossref,Implementation Maturity Levels of Digital Twin Technology and Data Content Design for Flood Digital Twin,2026,Smart Cities,10.3390/smartcities9020028,https://doi.org/10.3390/smartcities9020028,low_relevance,1
1680,archive,crossref_only,Crossref,Impact of Data Collection on Digital Shadow Modeling in Manufacturing: A Digital Twin Approach,2026,Smart and Sustainable Manufacturing Systems,10.1520/ssms20240039,https://doi.org/10.1520/ssms20240039,low_relevance,1
1681,archive,crossref_only,Crossref,Identifying sustainability barriers to 4D printing adoption in manufacturing using a hesitant fuzzy DEMATEL approach,2026,Discover Sustainability,10.1007/s43621-026-03456-7,https://doi.org/10.1007/s43621-026-03456-7,low_relevance,1
1682,archive,both_openalex_crossref,Crossref; OpenAlex,Identifying and characterising uncertainty in digital twin engineering,2026,Digital Twin,10.1080/27525783.2026.2668886,https://doi.org/10.1080/27525783.2026.2668886,low_relevance,1
1683,archive,crossref_only,Crossref,Identifying Sustainability Barriers to 4D Printing Adoption in Manufacturing: A Hesitant Fuzzy DEMATEL-Based Indicator Analysis,2026,Venue unknown,10.2139/ssrn.6151202,https://doi.org/10.2139/ssrn.6151202,low_relevance,1
1684,archive,crossref_only,Crossref,"IWK 5X –An Open-Source Multi-Axis, Multi-Material 3D Printer for Material Extrusion",2026,Procedia CIRP,10.1016/j.procir.2026.05.276,https://doi.org/10.1016/j.procir.2026.05.276,low_relevance,1
1685,archive,openalex_only,OpenAlex,"ITU and Manufacturing & Industry: A Single-Axiom View of Design, Lean/TPS, Quality 4.0, Supply Chain, Robotics, 3D Printing, AI Manufacturing, and Industry 4.0 — Pass-1 Extension Paper #9, BLOCK D 1/5 OPENING",2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20264856,https://doi.org/10.5281/zenodo.20264856,low_relevance,1
1686,archive,openalex_only,OpenAlex,"ITU and Manufacturing & Industry: A Single-Axiom View of Design, Lean/TPS, Quality 4.0, Supply Chain, Robotics, 3D Printing, AI Manufacturing, and Industry 4.0 — Pass-1 Extension Paper #9, BLOCK D 1/5 OPENING",2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20264857,https://doi.org/10.5281/zenodo.20264857,low_relevance,1
1687,archive,openalex_only,OpenAlex,"ISOMORPH: A Supply Chain Digital Twin for Simulation, Dataset Generation, and Forecasting Benchmarks",2026,arXiv (Cornell University),,https://openalex.org/W7161354119,low_relevance,1
1688,archive,openalex_only,OpenAlex,ISHLAB CHIQARISH JARAYONLARINI RAQAMLI BOSHQARISHNING NAZARIY ASOSLARI VA EVOLYUTSIYASI,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20570751,https://doi.org/10.5281/zenodo.20570751,low_relevance,1
1689,archive,openalex_only,OpenAlex,ISHLAB CHIQARISH JARAYONLARINI RAQAMLI BOSHQARISHNING NAZARIY ASOSLARI VA EVOLYUTSIYASI,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20570752,https://doi.org/10.5281/zenodo.20570752,low_relevance,1
1690,archive,openalex_only,OpenAlex,INTEGRATED MULTIMEDIA DATA PROTECTION IN SHIPBUILDING AND MARITIME INFRASTRUCTURE,2026,Shipbuilding and marine infrastructure,10.15589/smi2026.1(22).15,https://doi.org/10.15589/smi2026.1%2822%29.15,low_relevance,1
1691,archive,openalex_only,OpenAlex,IMPACTOS DA MANUFATURA ADITIVA NOS PROCESSOS PRODUTIVOS DA INDÚSTRIA AUTOMOTIVA,2026,Revista Tópicos.,10.70773/revistatopicos/781064796,https://doi.org/10.70773/revistatopicos/781064796,low_relevance,1
1692,archive,openalex_only,OpenAlex,IDDMBSE: Integrating Data-Driven and Model-Based Systems Engineering for Trusted Autonomous Cyber-Physical Systems,2026,arXiv (Cornell University),,https://openalex.org/W7164090673,low_relevance,1
1693,archive,both_openalex_crossref,Crossref; OpenAlex,Hybrid tools for tube bending processes using additive manufacturing and digital twin,2026,International Journal of Material Forming,10.1007/s12289-026-02009-7,https://doi.org/10.1007/s12289-026-02009-7,duplicate_title,1
1694,archive,openalex_only,OpenAlex,Hybrid physics-informed artificial intelligence for high-fidelity modeling and optimization of electrical systems,2026,Frontiers in Artificial Intelligence,10.3389/frai.2026.1751785,https://doi.org/10.3389/frai.2026.1751785,low_relevance,1
1695,archive,openalex_only,OpenAlex,"Hybrid multimodal artificial intelligence, vision sensory, and robotic cyber-physical systems for plastic inspection and sorting in digital circular remanufacturing: A review",2026,International Journal of AI for Materials and Design,10.36922/ijamd025340030,https://doi.org/10.36922/ijamd025340030,low_relevance,1
1696,archive,both_openalex_crossref,Crossref; OpenAlex,Hybrid injection–volumetric additive manufacturing for rapid fabrication of multi-material and encapsulated reinforced structures in low-viscosity resins,2026,Progress in Additive Manufacturing,10.1007/s40964-026-01720-w,https://doi.org/10.1007/s40964-026-01720-w,low_relevance,1
1697,archive,crossref_only,Crossref,Hybrid genetic algorithm and digital twin for OEE optimization for industrial robots,2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02787-y,https://doi.org/10.1007/s10845-025-02787-y,low_relevance,1
1698,archive,crossref_only,Crossref,Hybrid ANN-GTO-Based Optimization of Tensile Strength in Layer-by-Layer ABS–PETG Multi-material FDM Composites,2026,Journal of Materials Engineering and Performance,10.1007/s11665-025-12786-y,https://doi.org/10.1007/s11665-025-12786-y,low_relevance,1
1699,archive,openalex_only,OpenAlex,Hybrid AI-Physics framework for predicting failure zones in 3D-Printed protective gear for contact sports,2026,Nondestructive Testing And Evaluation,10.1080/10589759.2026.2679734,https://doi.org/10.1080/10589759.2026.2679734,low_relevance,1
1700,archive,openalex_only,OpenAlex,HySecTwin: A Knowledge-Driven Digital Twin Framework Augmented with Hybrid Reasoning for Cyber-Physical Systems,2026,ArXiv.org,,https://openalex.org/W7161204330,low_relevance,1
1701,archive,crossref_only,Crossref,Human-Digital Twin Symbiosis Using Cognitive AI for Smart Manufacturing,2026,2026 IEEE International Conference for Convergence in Computing Technology (I3CTCON),10.1109/i3ctcon68242.2026.11508070,https://doi.org/10.1109/i3ctcon68242.2026.11508070,low_relevance,1
1702,archive,openalex_only,OpenAlex,Human-Agent Teaming in Industrial Digital Twins: Real-Time Collaboration for Adaptive Smart Manufacturing,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20604899,https://doi.org/10.5281/zenodo.20604899,low_relevance,1
1703,archive,openalex_only,OpenAlex,Human-Agent Teaming in Industrial Digital Twins: Real-Time Collaboration for Adaptive Smart Manufacturing,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20604900,https://doi.org/10.5281/zenodo.20604900,low_relevance,1
1704,archive,openalex_only,OpenAlex,Human Autonomy and Sense of Agency in Human-Robot Interaction: A Systematic Literature Review,2026,International Journal of Social Robotics,10.1007/s12369-026-01402-1,https://doi.org/10.1007/s12369-026-01402-1,low_relevance,1
1705,archive,crossref_only,Crossref,Hot cracking susceptibility evaluation for alloy design and wire arc additive manufacturing of functionally graded materials for harsh service environments,2026,Welding in the World,10.1007/s40194-026-02353-x,https://doi.org/10.1007/s40194-026-02353-x,low_relevance,1
1706,archive,openalex_only,OpenAlex,High-fidelity digital twin implementation for the yaskawa GP4 robot via YMConnect and high-speed ethernet communication,2026,International Journal on Interactive Design and Manufacturing (IJIDeM),10.1007/s12008-026-02596-4,https://doi.org/10.1007/s12008-026-02596-4,low_relevance,1
1707,archive,openalex_only,OpenAlex,High-Throughput Electrochemistry Using Scanning Electrochemical Cells,2026,ACS electrochemistry.,10.1021/acselectrochem.5c00440,https://doi.org/10.1021/acselectrochem.5c00440,low_relevance,1
1708,archive,openalex_only,OpenAlex,High-Throughput Bayesian Optimization of Cement-Salt Hydrates Composites for Seasonal Thermochemical Energy Storage,2026,ArXiv.org,,https://openalex.org/W7162044391,low_relevance,1
1709,archive,crossref_only,Crossref,Heterogeneous interface control in direct ink writing of functionally graded ceramics,2026,Venue unknown,10.2139/ssrn.6435258,https://doi.org/10.2139/ssrn.6435258,low_relevance,1
1710,archive,openalex_only,OpenAlex,Heritage 4.0: How Applied 3D Technologies and Digital Twins Are Redefining Cultural Preservation Beyond Replication,2026,Heritage,10.3390/heritage9030123,https://doi.org/10.3390/heritage9030123,low_relevance,1
